,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,remote_ratio,company_size,company_location_iso_a3,employee_residence_iso_a3,gdp_company_location,gdp_employee_residence,same_country,ai_or_ml_job
538,2022,0,FT,Data Engineer,120000,USD,120000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
539,2021,2,FT,DevOps Engineer,189750,USD,189750,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
540,2021,1,FT,DevOps Engineer,131000,USD,131000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
541,2021,1,FT,DevOps Engineer,224000,USD,224000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
542,2021,1,FT,DevOps Engineer,100000,USD,100000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
543,2021,2,FT,DevOps Engineer,175000,USD,175000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
544,2021,2,FT,DevOps Engineer,150000,USD,150000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
545,2021,1,FT,DevOps Engineer,115000,USD,115000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
546,2021,2,FT,DevOps Engineer,200000,USD,200000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
547,2020,1,FT,DevOps Engineer,110000,USD,110000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
548,2021,2,FT,DevOps Engineer,150000,USD,150000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
549,2021,2,FT,DevOps Engineer,92867,USD,92867,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
550,2021,2,FT,DevOps Engineer,189750,USD,189750,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
551,2021,1,FT,DevOps Engineer,131000,USD,131000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
552,2021,1,FT,DevOps Engineer,224000,USD,224000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
553,2021,1,FT,DevOps Engineer,100000,USD,100000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
554,2021,2,FT,DevOps Engineer,175000,USD,175000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
555,2021,2,FT,DevOps Engineer,150000,USD,150000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
556,2021,1,FT,DevOps Engineer,115000,USD,115000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
557,2021,2,FT,DevOps Engineer,200000,USD,200000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
558,2020,1,FT,DevOps Engineer,110000,USD,110000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
559,2021,2,FT,DevOps Engineer,150000,USD,150000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
560,2021,2,FT,DevOps Engineer,92867,USD,92867,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
561,2021,2,FT,Site Reliability Engineer,245000,USD,245000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
562,2022,2,FT,Product Manager,130000,USD,130000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
563,2022,1,FT,Product Manager,105000,USD,105000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
564,2021,0,FT,Cyber Security Analyst,76200,USD,76200,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
565,2021,2,FT,Security Engineer,145000,USD,145000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
566,2022,1,FT,Information Security Officer,100000,USD,100000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
567,2021,1,FT,Digital Forensics Analyst,100000,USD,100000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
568,2021,1,FT,Penetration Tester,100000,USD,100000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
569,2021,1,FT,Information Security Analyst,120000,USD,120000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
570,2021,0,FT,Security Analyst,75000,USD,75000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
571,2021,2,FT,Cyber Security Engineer,150000,USD,150000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
572,2021,0,FT,Data Analyst,50000,USD,50000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
573,2021,2,FT,Privacy Manager,120000,USD,120000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
574,2021,2,FT,Principal Data Engineer,200000,USD,200000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
575,2020,1,FT,Cyber Threat Analyst,115000,USD,115000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
576,2021,2,FT,IT Security Manager,146000,USD,146000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
577,2021,1,FT,Cyber Security Analyst,135000,USD,135000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
578,2021,3,FT,Head of Security,220000,USD,220000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
579,2021,2,FT,Information Security Manager,185000,USD,185000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
580,2020,2,FT,DevOps Engineer,128000,USD,128000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
581,2020,0,FT,Automation Engineer,70000,USD,70000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
582,2021,1,FT,Cyber Security Engineer,97350,USD,97350,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
583,2021,0,FT,SOC Analyst,68500,USD,68500,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
584,2020,2,FT,Information Security Analyst,94000,USD,94000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
585,2021,0,FT,Network and Security Engineer,10600,USD,10600,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
586,2021,0,FT,Cyber Security Engineer,93000,USD,93000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
587,2021,1,FT,Data Engineer,100000,USD,100000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
588,2021,2,FT,Information Security Analyst,130000,USD,130000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
589,2020,1,FT,Azure Cloud Engineer,125000,USD,125000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
590,2021,0,FT,Cyber Security Analyst,79000,USD,79000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
591,2021,2,FT,DevOps Engineer,145000,USD,145000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
592,2020,2,FT,Cyber Security Specialist,129998,USD,129998,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
593,2021,2,FT,Cybersecurity Training Specialist,130000,USD,130000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
594,2021,1,FT,Data Architect,150000,USD,150000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
595,2021,1,FT,Data Architect,170000,USD,170000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
596,2021,0,FT,Cyber Security Analyst,75000,USD,75000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
597,2021,2,FT,Principal Site Reliability Engineer,144658,USD,144658,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
598,2021,1,FT,Cyber Threat Intelligence Analyst,75000,USD,75000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
599,2021,2,FT,Threat Intelligence Analyst,155000,USD,155000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
600,2021,0,FT,BI Data Analyst,55000,USD,55000,50,0,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
601,2021,1,FT,Information Security Analyst,93600,USD,93600,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
602,2021,0,FT,Data Engineer,80000,USD,80000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
603,2021,2,FT,Cyber Security Architect,205000,USD,205000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
604,2020,0,FT,Big Data Engineer,70000,USD,70000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
605,2020,0,FT,Cybersecurity Analyst,96000,USD,96000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
606,2021,0,FT,Cybersecurity Analyst,50000,USD,50000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
607,2021,0,FT,SOC Analyst,72000,USD,72000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
608,2021,2,FT,Data Analytics Manager,120000,USD,120000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
609,2021,0,FT,Machine Learning Engineer,125000,USD,125000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
610,2021,2,FT,Data Engineering Manager,153000,USD,153000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
611,2020,1,FT,Data Science Consultant,103000,USD,103000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
612,2021,1,FT,Data Scientist,150000,USD,150000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
613,2021,2,FT,Manager Data Science,144000,USD,144000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
614,2021,1,FT,Cloud Platform Engineer,135000,USD,135000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
615,2021,1,FT,DevOps Engineer,141500,USD,141500,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
616,2020,2,FT,DevOps Consultant,191000,USD,191000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
617,2021,1,FT,Cybersecurity Analyst,85000,USD,85000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
618,2021,2,FT,Information Security Architect,140000,USD,140000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
619,2021,2,FT,Information Security Specialist,92000,USD,92000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
620,2021,1,FT,Data Engineer,90000,USD,90000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
621,2021,2,FT,Site Reliability Engineer,140000,USD,140000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
622,2020,1,FT,DevSecOps Engineer,103000,USD,103000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
623,2021,0,FT,Data Analyst,60000,USD,60000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
624,2021,0,FT,Data Analyst,90000,USD,90000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
625,2021,1,FT,Client Platform Engineer,165000,USD,165000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
626,2021,2,FT,Lead DevOps Engineer,185000,USD,185000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
627,2020,2,FT,Incident Response Manager,180000,USD,180000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
628,2021,1,FT,Cloud DevOps Engineer,127000,USD,127000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
629,2021,2,FT,Cyber Security Engineer,216000,USD,216000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
630,2021,2,FT,DevOps Engineer,160000,USD,160000,50,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
631,2020,1,FT,IT Security Analyst,90000,USD,90000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
632,2021,2,FT,Cloud DevOps Systems Engineer,150000,USD,150000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
633,2021,0,FT,Penetration Tester,70000,USD,70000,50,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
634,2021,1,FT,Data Analytics Engineer,110000,USD,110000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
635,2021,2,FT,Security Engineer,130000,USD,130000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
636,2021,2,FT,Lead Security Engineer,150000,USD,150000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
637,2020,0,FT,Machine Learning Engineer,250000,USD,250000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
638,2021,2,FT,Cybersecurity Engineer,175000,USD,175000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
639,2021,1,FT,Cyber Security Engineer,220000,USD,220000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
640,2020,2,FT,Platform Engineer,168000,USD,168000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
641,2021,2,FT,Incident Response Analyst,120000,USD,120000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
642,2021,0,FT,Information Security Analyst,75000,USD,75000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
643,2021,1,FT,Cyber Security Analyst,96000,USD,96000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
644,2021,0,FT,Cybersecurity Analyst,75000,USD,75000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
645,2021,0,FT,Information Security Analyst,65000,USD,65000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
646,2021,1,FT,Data Engineer,140000,USD,140000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
647,2020,0,FT,Machine Learning Engineer,138000,USD,138000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
648,2020,0,FT,Cybersecurity Engineer,80000,USD,80000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
649,2021,0,FT,Data Analyst,80000,USD,80000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
650,2021,2,FT,Lead Data Analyst,170000,USD,170000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
651,2021,2,FT,Principal Product Designer,150000,USD,150000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
652,2020,0,FT,Site Reliability Engineer,95000,USD,95000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
653,2021,1,FT,Cyber Security Engineer,72000,USD,72000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
654,2021,0,FT,DevOps Engineer,102000,USD,102000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
655,2021,1,FT,IT Security Engineer,169000,USD,169000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
656,2020,1,FT,Cloud Engineer,100000,USD,100000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
657,2021,1,FT,BI Data Analyst,100000,USD,100000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
658,2021,3,FT,Head of Data,235000,USD,235000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
659,2021,2,FT,DevOps Engineer,92867,USD,92867,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
660,2021,0,FT,Information Security Engineer,85000,USD,85000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
661,2021,1,FT,IT Security Engineer,90000,USD,90000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
662,2021,1,FT,Security Analyst,97000,USD,97000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
663,2021,0,FT,Machine Learning Scientist,225000,USD,225000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
664,2021,0,FT,DevSecOps Engineer,77750,USD,77750,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
665,2021,2,FT,Cloud Security Engineer,170000,USD,170000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
666,2020,2,FT,Security Engineer,148000,USD,148000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
667,2020,1,FT,Security Engineer,135000,USD,135000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
668,2021,0,FT,Cyber Threat Intelligence Analyst,77000,USD,77000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
669,2021,0,FT,Cyber Security Analyst,63700,USD,63700,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
670,2020,2,FT,Staff Application Security Engineer,180000,USD,180000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
671,2021,2,FT,Data Engineer,115000,USD,115000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
672,2021,1,FT,Site Reliability Engineer,210000,USD,210000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
673,2020,2,FT,Cyber Security Analyst,134000,USD,134000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
674,2020,1,FT,Information Systems Security Engineer,200000,USD,200000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
675,2020,1,FT,Cyber Security Engineer,175000,USD,175000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
676,2021,2,FT,DevOps Manager,165000,USD,165000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
677,2021,1,FT,SOC Analyst,75000,USD,75000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
678,2020,1,FT,Offensive Security Engineer,180000,USD,180000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
679,2021,2,FT,Cyber Security Analyst,85000,USD,85000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
680,2021,1,FT,DevOps Engineer,100000,USD,100000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
681,2021,2,FT,Site Reliability Engineer,115000,USD,115000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
682,2021,2,FT,Information Security Manager,180000,USD,180000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
683,2020,2,FT,Principal Security Engineer,175000,USD,175000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
684,2021,0,FT,Ethical Hacker,119000,USD,119000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
685,2020,1,FT,Cyber Threat Analyst,72000,USD,72000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
686,2020,1,FT,Cyber Security Architect,102000,USD,102000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
687,2021,0,FT,Penetration Tester,98000,USD,98000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
688,2020,1,FT,Cyber Security Analyst,87500,USD,87500,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
689,2020,1,FT,Security Engineer,80000,USD,80000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
690,2021,3,FT,IAM Engineer,240000,USD,240000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
691,2021,2,FT,Information Security Officer,124000,USD,124000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
692,2021,0,FT,Cyber Security Specialist,45100,USD,45100,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
693,2021,1,FT,Penetration Testing Engineer,127000,USD,127000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
694,2021,2,FT,Data Engineer,150000,USD,150000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
695,2020,1,FT,Data Engineer,106000,USD,106000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,1.0
696,2021,2,FT,Cloud Architect,200000,USD,200000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
697,2020,1,FT,DevOps Engineer,100000,USD,100000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
698,2021,1,FT,Site Reliability Engineer,125000,USD,125000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
699,2021,1,FT,Penetration Tester,120000,USD,120000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
700,2021,1,FT,Cyber Security Analyst,85000,USD,85000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
701,2021,3,FT,Chief Information Security Officer,130000,USD,130000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
702,2020,2,FT,Information Security Manager,150000,USD,150000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
703,2020,0,FT,Cyber Security Engineer,75000,USD,75000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
704,2020,2,FT,Cyber Security Engineer,135000,USD,135000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
705,2021,1,FT,Cyber Security Analyst,145000,USD,145000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
706,2021,1,FT,Cybersecurity Analyst,92000,USD,92000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
707,2021,2,FT,Principal Cloud Security Engineer,130000,USD,130000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
708,2021,0,FT,Cybersecurity Analyst,70000,USD,70000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
709,2021,1,FT,Information Security Manager,100000,USD,100000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
710,2021,1,FT,Cyber Security Engineer,130000,USD,130000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
711,2021,1,FT,Cyber Security Analyst,150000,USD,150000,50,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
712,2021,1,FT,Infrastructure Security Engineer,120000,USD,120000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
713,2020,0,FT,Cyber Security Analyst,80000,USD,80000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
714,2021,2,FT,Information Security Manager,123000,USD,123000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
715,2021,0,FT,Computer Vision Software Engineer,70000,USD,70000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
716,2021,1,FT,Infrastructure Engineer,132000,USD,132000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
717,2020,1,FT,Ansible Automation Engineer,95000,USD,95000,50,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
718,2020,2,FT,Principal DevOps Engineer,130000,USD,130000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
719,2021,1,FT,Cloud Engineer,115000,USD,115000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
720,2021,1,FT,Principal DevOps Engineer,145000,USD,145000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
721,2021,0,FT,Cloud DevOps Engineer,85000,USD,85000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
722,2021,2,FT,Penetration Tester,195000,USD,195000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
723,2021,0,FT,IT Security Analyst,62000,USD,62000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
724,2020,1,FT,Cyber Security Analyst,93000,USD,93000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
725,2020,2,FT,Network and Security Engineer,90000,USD,90000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
726,2021,3,FT,Information Security Manager,172500,USD,172500,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
727,2021,1,FT,Cyber Security Analyst,90000,USD,90000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
728,2021,2,FT,Product Security Engineer,120000,USD,120000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
729,2020,2,FT,Information Security Manager,141000,USD,141000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
730,2020,2,FT,Application Security Engineer,130000,USD,130000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
731,2021,2,FT,Cybersecurity Engineer,125000,USD,125000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
732,2021,0,FT,Penetration Tester,78000,USD,78000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
733,2021,1,FT,Incident Response Analyst,145000,USD,145000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
734,2021,1,FT,Information Security Analyst,120000,USD,120000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
735,2020,1,FT,Information Security Manager,105000,USD,105000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
736,2020,0,FT,Network Security Engineer,65000,USD,65000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
737,2021,3,FT,Chief Information Security Officer,104000,USD,104000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
738,2021,3,FT,Head of Security,187000,USD,187000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
739,2021,2,FT,Information Security Manager,150000,USD,150000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
740,2020,1,FT,Cyber Security Analyst,120000,USD,120000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
741,2020,3,FT,Lead Security Engineer,180000,USD,180000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
742,2021,3,FT,Information Security Officer,142000,USD,142000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
743,2021,3,FT,Head of Security,200000,USD,200000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
744,2021,1,FT,Cybersecurity Engineer,76500,USD,76500,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
745,2021,1,FT,SOC Analyst,120000,USD,120000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
746,2020,2,FT,Lead Information Security Engineer,130000,USD,130000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
747,2020,1,FT,Lead Information Security Engineer,80000,USD,80000,50,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
748,2021,0,FT,Cybersecurity Engineer,75000,USD,75000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
749,2020,1,FT,Information Security Specialist,72000,USD,72000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
750,2021,1,FT,Information Security Engineer,80000,USD,80000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
751,2021,2,FT,Information Security Manager,100000,USD,100000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
752,2021,1,FT,Cyber Security Engineer,98000,USD,98000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
753,2021,2,FT,Chief Information Security Officer,240000,USD,240000,100,0,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
754,2020,1,FT,Security Engineer,192000,USD,192000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
755,2021,1,FT,Information Security Engineer,119000,USD,119000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
756,2021,2,FT,Product Security Engineer,150000,USD,150000,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
757,2021,0,FT,Security Analyst,100300,USD,100300,100,2,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
758,2020,0,FT,Cyber Security Analyst,80000,USD,80000,100,1,USA,USA,56823.436824068805,56823.436824068805,1.0,0.0
