,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
338,2021e,SE,FT,Principal Site Reliability Engineer,175000,GBP,240707,GB,100,US,L
339,2021e,MI,FT,DevOps Engineer,120000,USD,120000,US,100,US,M
340,2021e,EN,FT,Platform Engineer,126000,USD,126000,US,100,US,L
341,2021e,MI,FT,Site Reliability Engineer,96000,USD,96000,CR,100,US,M
342,2021e,MI,FT,DevOps Engineer,37000,EUR,43736,PT,50,PT,L
343,2021e,EN,FT,DevOps Engineer,78000,USD,78000,US,100,US,L
344,2021e,EX,FT,DevOps Consultant,181000,USD,181000,US,50,US,L
345,2021e,EN,FT,DevOps Engineer,70000,USD,70000,US,100,US,L
346,2021e,MI,FT,Data Platform Engineer,120000,NZD,84832,NZ,100,NZ,L
347,2021e,SE,FT,Lead Platform Engineer,162000,USD,162000,US,100,US,L
348,2021e,SE,FT,Staff Site Reliability Engineer,180000,CAD,143572,CA,100,GB,M
349,2021e,SE,FT,Lead DevOps Engineer,160000,AUD,120080,AU,100,AU,L
350,2021e,SE,FT,Cloud Operations Engineer,67000,GBP,92156,GB,50,GB,L
351,2021e,SE,FT,Site Reliability Engineer,125000,CAD,99703,CA,100,CA,M
352,2021e,SE,FT,Lead DevOps Engineer,125000,USD,125000,US,100,US,M
353,2021e,MI,FT,Cloud Engineer,32600,USD,32600,UY,100,US,S
354,2021e,MI,FT,DevOps Automation Engineer,120000,USD,120000,US,100,US,L
355,2021e,SE,FT,Azure Cloud Engineer,100000,CAD,79762,CA,100,US,L
356,2021e,MI,FT,Site Reliability Engineer,100000,CAD,79762,CA,100,CA,L
357,2021e,SE,FT,DevOps Engineer,58000,EUR,68559,BE,100,BE,M
358,2021e,MI,FT,Platform Engineer,100000,USD,100000,US,100,US,L
359,2021e,MI,FT,Site Reliability Engineer,141800,USD,141800,US,50,US,L
360,2021e,EN,FT,Platform Engineer,135000,USD,135000,US,100,US,L
361,2021e,EN,FT,DevOps Engineer,65000,CAD,51845,CA,100,CA,M
362,2021e,SE,FT,Principal DevOps Engineer,200000,USD,200000,US,100,DE,L
363,2021e,SE,FT,Principal DevOps Engineer,83000,GBP,114164,GB,50,GB,M
364,2021e,EN,FT,IT Infrastructure Engineer,44000,EUR,52010,DE,50,DE,S
365,2021e,MI,FT,DevOps Engineer,71500,SGD,53204,SG,50,SG,M
366,2021e,MI,FT,Cloud Architect,50000,EUR,59102,FR,50,FR,M
367,2021e,SE,FT,Cloud Engineer,110000,USD,110000,US,50,US,M
368,2021e,EN,FT,DevOps Engineer,55000,GBP,75650,GB,100,GB,S
369,2021e,EN,FT,DevOps Engineer,70000,CAD,55833,CA,100,CA,L
370,2021e,SE,FT,DevOps Architect,150000,USD,150000,US,50,US,L
371,2021e,MI,FT,DevOps Engineer,65000,GBP,89405,GB,50,GB,L
372,2021e,EN,FT,DevOps Engineer,40000,EUR,47282,NL,100,NL,L
373,2021e,MI,FT,Cloud DevOps Engineer,135000,USD,135000,US,50,US,S
374,2021e,EN,FT,Cloud DevOps Engineer,78000,USD,78000,US,100,US,M
375,2021e,SE,FT,Cloud Architect,73000,EUR,86290,AT,50,AT,L
376,2021e,EX,FT,Manager of DevOps & Engineering Infrastructure,308781,USD,308781,US,100,US,L
377,2021e,MI,FT,Site Reliability Engineer,126500,USD,126500,US,100,US,L
378,2021e,EX,FT,Director of Infrastructure,300000,USD,300000,US,50,US,L
379,2021e,MI,FT,DevOps Engineer,165000,USD,165000,US,100,US,S
380,2021e,MI,FT,Infrastructure Engineer,132000,USD,132000,US,100,US,L
381,2021e,SE,FT,DevOps Architect,90000,GBP,123792,AU,100,GB,M
382,2021e,MI,FT,Principal DevOps Engineer,145000,USD,145000,US,100,US,L
383,2021e,EN,FT,DevOps Engineer,288000,ZAR,19477,ZA,100,ZA,M
384,2021e,EN,FT,DevOps Engineer,480000,SEK,55916,SE,50,SE,S
385,2021e,MI,FT,Cloud Security Engineer,110000,USD,110000,US,50,DE,L
386,2021e,EN,FT,Cloud DevOps Engineer,85000,USD,85000,US,50,US,L
387,2021e,MI,FT,DevOps Engineer,22800,USD,22800,MY,100,MY,S
388,2021e,SE,FT,Cloud Architect,200000,USD,200000,US,50,US,M
389,2021e,MI,FT,Site Reliability Engineer,125000,USD,125000,US,100,US,L
390,2021e,SE,FT,Principal DevOps Engineer,151500,USD,151500,US,100,GB,L
391,2021e,SE,FT,DevOps Engineer,150000,USD,150000,US,100,US,M
392,2021e,SE,FT,Site Reliability Engineer,97000,EUR,114659,IE,100,IE,L
393,2021e,MI,FT,DevOps Engineer,100000,USD,100000,US,100,US,S
394,2021e,SE,FT,Site Reliability Engineer,115000,USD,115000,US,50,US,L
395,2021e,SE,FT,DevOps Manager,165000,USD,165000,US,100,US,L
396,2021e,SE,FL,Cloud DevOps Engineer,100000,EUR,118205,IT,100,IT,M
397,2021e,EN,FT,DevOps Engineer,80000,AUD,60040,AU,50,AU,S
398,2021e,MI,FT,Site Reliability Engineer,210000,USD,210000,US,50,US,L
399,2021e,EN,FT,DevOps Engineer,350000,INR,4733,IN,100,IN,L
400,2021e,SE,FT,Site Reliability Engineer,150000,USD,150000,ES,100,US,M
401,2021e,EN,FT,Platform Engineer,27000,GBP,37137,GB,100,GB,M
402,2021e,EN,FT,Cloud Engineer,55000,GBP,75650,GB,100,GB,L
403,2021e,EN,FT,DevOps Engineer,35000,EUR,41372,FR,100,FR,S
404,2021e,EN,FT,DevSecOps Engineer,77750,USD,77750,US,100,US,L
405,2021e,SE,FT,DevOps Engineer,3000000,RUB,40716,RU,100,RU,M
406,2021e,SE,FT,DevOps Engineer,92867,USD,92867,US,50,US,L
407,2021e,EN,FT,DevOps Engineer,37000,GBP,50892,GB,100,GB,L
408,2021e,MI,FT,DevOps Engineer,55000,GBP,75650,GB,100,GB,M
409,2021e,SE,FT,DevSecOps Engineer,130000,CAD,103691,CA,100,CA,L
410,2021e,EN,FT,DevOps Engineer,102000,USD,102000,US,100,US,L
411,2021e,EN,FT,DevOps Engineer,83005,CHF,90783,CH,50,CH,L
412,2021e,MI,FT,Cloud Engineer,115000,USD,115000,US,100,US,M
413,2021e,SE,FT,Site Reliability Engineer,105000,CAD,83750,CA,100,CA,L
414,2021e,MI,FT,QA Automation Engineer,42000,EUR,49646,FR,50,FR,M
415,2021e,SE,FT,Cloud DevOps Systems Engineer,150000,USD,150000,US,50,US,M
416,2021e,SE,FT,DevOps Engineer,160000,USD,160000,US,50,US,S
417,2021e,EN,FT,Cloud DevOps Engineer,3000,EUR,3546,FR,100,CH,L
418,2021e,MI,FT,Cloud Engineer,36000,USD,36000,AM,50,AM,M
419,2021e,MI,FT,Cloud DevOps Engineer,127000,USD,127000,US,100,US,M
420,2021e,MI,FT,Client Platform Engineer,165000,USD,165000,US,100,US,L
421,2021e,SE,FT,Lead DevOps Engineer,185000,USD,185000,US,100,US,M
422,2021e,SE,FT,Site Reliability Engineer,140000,USD,140000,US,100,US,L
423,2021e,MI,FT,DevOps Engineer,141500,USD,141500,US,50,US,L
424,2021e,MI,FT,Cloud Platform Engineer,135000,USD,135000,US,100,US,L
425,2021e,SE,FT,DevSecOps Engineer,480000,ILS,148629,IL,50,IL,M
426,2021e,EN,FT,DevOps Engineer,5000,USD,5000,IN,100,IN,L
427,2021e,SE,FT,Manager of DevOps & Engineering Infrastructure,75000,USD,75000,IN,50,IN,L
428,2021e,SE,FT,Ansible Automation Engineer,260000,CAD,207382,CA,100,CA,L
429,2021e,MI,FT,Cloud Platform Engineer,50000,GBP,68773,GB,100,GB,L
430,2021e,SE,FT,Principal Site Reliability Engineer,144658,USD,144658,US,100,US,M
431,2021e,SE,FT,DevOps Engineer,145000,USD,145000,US,100,US,L
432,2021e,EN,FT,Cloud Security Engineer,47000,EUR,55556,IE,100,IE,M
433,2021e,EX,FT,DevOps Manager,160000,CAD,127620,CA,100,CA,M
434,2021e,MI,FT,DevOps Team Lead,37000,EUR,43736,HR,100,HR,L
435,2021e,MI,FT,Cloud Operations Engineer,61000,EUR,72105,IE,100,IE,M
436,2021e,EN,FT,Cloud Engineer,100000,USD,100000,US,100,US,L
437,2021e,SE,FT,DevOps Architect,110000,EUR,130026,IE,100,US,S
438,2022e,EN,FT,IT DevOps Engineer,30000,USD,30000,NG,100,US,M
439,2022e,SE,FT,DevOps Engineer,144000,CAD,114256,CA,100,CA,L
440,2021e,MI,FT,Information Security Analyst,42000,GBP,57769,GB,100,GB,L
441,2021e,SE,FT,Penetration Testing Engineer,126000,USD,126000,US,100,US,L
442,2021e,SE,FT,Information Security Manager,60000,GBP,82528,GB,50,GB,L
443,2021e,EN,FT,Cyber Security Analyst,100000,USD,100000,US,50,US,M
444,2021e,SE,FT,Application Security Engineer,135000,USD,135000,US,100,US,L
445,2021e,EN,FT,Application Security Engineer,65000,USD,65000,US,100,US,L
446,2021e,MI,FT,Information Security Engineer,128000,USD,128000,US,100,US,L
447,2021e,SE,FT,Detection Engineer,81000,USD,81000,PL,100,PL,L
448,2021e,MI,FT,Cyber Threat Intelligence Analyst,116000,USD,116000,US,50,US,L
449,2021e,SE,FT,Ethical Hacker,49000,EUR,57920,NL,50,NL,S
450,2021e,SE,FT,Cyber Security Specialist,51000,EUR,60284,NL,50,NL,M
451,2021e,SE,FT,Cloud Security Architect,205000,USD,205000,US,100,US,L
452,2021e,EX,FT,Chief Information Security Officer,400000,USD,400000,US,100,US,L
453,2021e,SE,FT,Penetration Testing Engineer,384000,ILS,118903,IL,50,IL,L
454,2021e,SE,FT,Cybersecurity Engineer,133900,USD,133900,US,100,US,L
455,2021e,SE,FT,Penetration Tester,133000,USD,133000,US,100,US,L
456,2021e,EN,FT,Cyber Security Researcher,125000,USD,125000,US,50,US,L
457,2021e,MI,FT,Cyber Security Engineer,85000,USD,85000,US,100,US,L
458,2021e,SE,FT,Cyber Threat Intelligence Analyst,110000,USD,110000,US,100,US,L
459,2021e,SE,FT,Application Security Engineer,75000,USD,75000,PT,50,PT,M
460,2021e,EN,FT,Cyber Security Analyst,85000,USD,85000,US,50,IL,M
461,2021e,EN,FT,Cyber Security Engineer,88500,USD,88500,US,50,US,L
462,2021e,SE,FT,Security Engineer,172000,USD,172000,US,100,US,L
463,2021e,MI,FT,Penetration Tester,110000,USD,110000,US,100,US,L
464,2021e,MI,FT,Product Security Engineer,140400,USD,140400,US,50,US,L
465,2021e,EN,FT,Cyber Security Engineer,75500,AUD,56662,AU,100,AU,M
466,2021e,SE,FT,Security Engineer,90000,GBP,123792,GB,50,GB,L
467,2021e,SE,FT,Penetration Tester,180000,NZD,127248,NZ,50,NZ,S
468,2021e,MI,FT,Security Engineering Manager,140000,USD,140000,US,50,US,L
469,2021e,EN,FT,Security Analyst,48000,USD,48000,US,100,US,L
470,2021e,SE,FT,Penetration Tester,190000,USD,190000,US,100,US,M
471,2021e,SE,FT,Penetration Tester,180000,AUD,135090,AU,100,AU,S
472,2021e,EX,FT,Chief Information Security Officer,289000,USD,289000,US,100,US,L
473,2021e,SE,FT,Penetration Tester,143000,USD,143000,US,100,US,L
474,2021e,SE,FT,Information Security Analyst,115000,USD,115000,US,50,US,L
475,2021e,SE,FT,Security Engineer,106000,USD,106000,US,100,US,L
476,2021e,SE,FT,Cloud Security Engineer,82000,USD,82000,US,100,US,L
477,2021e,EN,FT,Cyber Security Analyst,80100,USD,80100,US,100,US,L
478,2021e,SE,FT,Cyber Security Architect,450000,BRL,83415,BR,100,BR,L
479,2021e,MI,FT,Cyber Security Analyst,51000,EUR,60284,DE,100,DE,M
480,2021e,MI,FT,Cyber Security Specialist,62000,EUR,73287,DE,100,DE,L
481,2021e,EN,FT,Security Engineer,1000000,INR,13523,IN,50,IN,M
482,2021e,SE,FT,Cyber Security Engineer,56000,EUR,66195,FR,50,FR,S
483,2021e,SE,FT,IT Security Engineer,70000,EUR,82744,AT,100,AT,S
484,2021e,MI,FT,Penetration Tester,33000,EUR,39007,ES,100,ES,M
485,2021e,EX,FT,Penetration Tester,70000,EUR,82744,FR,50,FR,L
486,2021e,EN,FT,IT Security Engineer,16800,EUR,19858,GR,50,GR,M
487,2021e,SE,FT,Information Security Specialist,155000,CHF,169525,CH,100,CH,L
488,2021e,MI,FT,Security Engineer,70000,EUR,82744,DE,50,DE,L
489,2021e,EX,FT,Chief Information Security Officer,142000,GBP,195316,GB,100,GB,L
490,2021e,MI,FT,Cyber Security Engineer,80000,EUR,94564,FR,100,FR,L
491,2021e,SE,FT,Security Engineer,50000,EUR,59102,PT,100,PT,L
492,2021e,SE,FT,Cyber Security Specialist,75000,EUR,88654,NL,50,NL,S
493,2021e,MI,FT,Penetration Tester,1740,EUR,2056,PT,100,PT,M
494,2021e,SE,FT,Cyber Security Architect,140000,USD,140000,US,100,US,L
495,2021e,SE,FT,Cyber Security Analyst,140000,USD,140000,US,100,US,L
496,2021e,MI,FT,Security Engineer,140000,EUR,165488,NL,50,NL,L
497,2021e,SE,FT,Cyber Threat Intelligence Analyst,200000,USD,200000,US,100,US,M
498,2021e,SE,FT,Information Security Manager,50000,EUR,59102,IT,100,IT,L
499,2021e,MI,FT,Cyber Security Engineer,140000,USD,140000,US,100,US,M
500,2021e,MI,FT,Penetration Tester,38000,GBP,52267,GB,100,GB,S
501,2021e,EN,FT,Cyber Security Analyst,80000,USD,80000,US,50,US,L
502,2021e,MI,FT,Cyber Security Analyst,110000,USD,110000,US,100,US,L
503,2021e,SE,FT,Staff Security Engineer,450000,USD,450000,US,100,US,L
504,2021e,SE,FT,Security Engineering Manager,190000,NZD,134317,NZ,50,NZ,L
505,2021e,SE,FT,Cyber Security Architect,280000,USD,280000,AU,100,AU,L
506,2021e,EX,FT,Cyber Security Specialist,120000,SGD,89294,SG,100,SG,S
507,2021e,SE,FT,Cyber Threat Intelligence Analyst,80000,EUR,94564,DE,100,DE,L
508,2021e,SE,FT,Penetration Tester,126000,CAD,100500,CA,50,CA,L
509,2021e,MI,FT,Application Security Engineer,50000,EUR,59102,FR,100,FR,L
510,2021e,SE,FT,Penetration Tester,113500,CAD,90530,CA,100,CA,M
511,2021e,EN,FT,Security Engineer,43000,EUR,50828,FR,100,FR,L
512,2021e,SE,FT,Cyber Security Engineer,132000,USD,132000,US,100,US,L
513,2021e,MI,FT,Cyber Security Analyst,360000,INR,4868,IN,50,IN,M
514,2021e,MI,FT,Cyber Security Engineer,35000,EUR,41372,IT,50,IT,L
515,2021e,MI,FT,Security Engineer,100000,EUR,118205,DE,50,DE,L
516,2021e,SE,FT,Cyber Security Architect,35000,USD,35000,TR,50,TR,S
517,2021e,EN,FT,SOC Analyst,76000,CAD,60619,CA,100,CA,M
518,2021e,MI,FT,Application Security Engineer,1000000,INR,13523,IN,50,IN,M
519,2021e,EN,FT,Cybersecurity Analyst,63000,USD,63000,US,50,US,L
520,2021e,EN,FT,Incident Response Analyst,77600,USD,77600,US,100,US,L
521,2021e,EN,FT,Cybersecurity Analyst,23500,GBP,32323,GB,50,GB,L
522,2021e,EN,FT,Penetration Tester,320000,INR,4327,IN,50,IN,S
523,2021e,SE,FT,Cyber Security Architect,200000,USD,200000,US,100,US,L
524,2021e,EX,FT,Principal Security Engineer,3800000,INR,51389,IN,100,GB,S
525,2021e,MI,FT,Cyber Security Analyst,106000,USD,106000,US,100,US,L
526,2021e,EN,FT,Cyber Security Analyst,28500,GBP,39200,GB,50,GB,S
527,2021e,MI,FT,Information Security Analyst,82700,USD,82700,US,100,US,L
528,2021e,SE,FT,Ethical Hacker,150000,USD,150000,US,100,US,L
529,2021e,SE,FT,Digital Forensics Analyst,140000,USD,140000,US,50,US,L
530,2021e,SE,FT,Cyber Security Architect,127000,USD,127000,US,100,US,L
531,2021e,SE,CT,Cyber Security Architect,72000,USD,72000,US,100,US,M
532,2021e,SE,FT,Cyber Security Analyst,145000,AUD,108822,AU,100,US,L
533,2021e,MI,FT,Penetration Testing Engineer,150000,USD,150000,US,100,US,L
534,2021e,MI,FT,Cyber Security Analyst,90000,USD,90000,US,50,US,L
535,2021e,EN,FT,Ethical Hacker,45000,EUR,53192,DE,50,DE,M
536,2021e,SE,FT,DevSecOps Engineer,60000,EUR,70923,FR,50,FR,L
537,2021e,SE,FT,Cyber Threat Intelligence Analyst,134000,USD,134000,US,100,US,L
538,2021e,SE,FT,Security Engineering Manager,174000,USD,174000,US,50,US,L
539,2021e,MI,FT,Cloud Security Engineer,130000,USD,130000,CH,50,CH,L
540,2021e,EN,FT,Cybersecurity Analyst,77000,USD,77000,US,100,US,L
541,2021e,MI,FT,Security Analyst,20000,USD,20000,IN,100,US,L
542,2021e,MI,FT,Cyber Threat Analyst,79509,USD,79509,US,50,US,L
543,2021e,EX,FT,Security Officer 3,148000,USD,148000,US,100,US,M
544,2021e,EN,FT,Cyber Security Analyst,81000,USD,81000,US,50,US,L
545,2021e,MI,FT,Information Security Manager,114000,USD,114000,US,50,US,L
546,2021e,EN,FT,Network Security Engineer,836000,INR,11305,IN,50,IN,L
547,2021e,MI,FT,Cyber Security Analyst,42900,EUR,50710,SI,100,SI,M
548,2021e,SE,FT,Cyber Security Engineer,55000,USD,55000,LT,50,DK,L
549,2021e,SE,FT,Cloud Security Engineering Manager,55000,EUR,65013,ES,100,ES,L
550,2021e,EN,FT,Incident Response Analyst,66000,USD,66000,US,100,US,L
551,2021e,MI,FT,Cyber Security Engineer,210000,USD,210000,US,100,US,L
552,2021e,EN,FT,Cybersecurity Analyst,80000,USD,80000,US,50,US,L
553,2021e,SE,FT,Cyber Security Analyst,99000,CAD,78965,CA,100,CA,L
554,2021e,SE,FT,Cyber Security Researcher,275000,USD,275000,US,100,US,L
555,2021e,MI,FT,Incident Response Analyst,100000,USD,100000,US,100,US,L
556,2021e,SE,FL,Cyber Security Specialist,100000,USD,100000,FR,50,FR,L
557,2021e,MI,FT,Information Security Officer,52000,EUR,61467,SE,100,SE,S
558,2021e,MI,FT,IAM Engineer,115000,USD,115000,US,100,US,L
559,2021e,MI,FT,Information Security Officer,36000,EUR,42554,SI,100,SI,L
560,2021e,EN,FT,Security Engineer,50000,USD,50000,US,50,US,S
561,2021e,SE,FT,Information Security Manager,126000,USD,126000,US,50,US,L
562,2021e,SE,FT,Penetration Tester,182000,AUD,136591,AU,100,AU,L
563,2021e,MI,FL,Information Security Officer,65000,EUR,76833,DE,100,DE,M
564,2021e,MI,FT,Information Security Architect,72121,CHF,78879,FR,50,CH,S
565,2021e,MI,FT,Cyber Security Analyst,79000,USD,79000,US,100,US,L
566,2021e,EN,FT,Information Security Analyst,76000,CAD,60619,CA,100,CA,M
567,2021e,MI,FT,Cyber Security Analyst,80000,USD,80000,US,50,US,L
568,2021e,MI,FT,Cybersecurity Engineer,65000,USD,65000,US,100,US,L
569,2021e,MI,PT,Cyber Security Researcher,100000,USD,100000,US,50,US,M
570,2021e,SE,FT,Security Analyst,105000,USD,105000,US,100,US,M
571,2021e,EX,FT,Information Security Architect,170000,CAD,135596,CA,50,CA,L
572,2021e,EN,FT,Cyber Security Engineer,101350,USD,101350,US,50,US,L
573,2021e,SE,FT,Information Security Manager,120000,USD,120000,US,50,US,M
574,2021e,EN,FT,SOC Analyst,47000,CAD,37488,CA,100,CA,S
575,2021e,EN,PT,Penetration Testing Engineer,330000,TWD,11812,TW,50,TW,S
576,2021e,MI,FT,SOC Analyst,12800,USD,12800,EG,100,EG,M
577,2021e,MI,FT,Penetration Tester,95000,CAD,75774,CA,100,CA,L
578,2021e,EN,FT,Penetration Tester,42000,EUR,49646,LU,50,LU,S
579,2021e,SE,FT,Cloud Security Engineer,120000,CAD,95715,CA,50,UM,L
580,2021e,SE,FT,Chief Information Security Officer,90000,USD,90000,AR,50,AR,L
581,2021e,EN,PT,Penetration Tester,50000,EUR,59102,DE,100,DE,S
582,2021e,MI,FT,Penetration Tester,110000,CHF,120308,CH,100,CH,L
583,2021e,SE,FT,Penetration Tester,195000,USD,195000,US,100,US,L
584,2021e,EN,FT,IT Security Analyst,62000,USD,62000,US,50,US,L
585,2021e,SE,FT,Cyber Security Specialist,41500,GBP,57082,GB,100,GB,L
586,2021e,EX,FT,Information Security Manager,172500,USD,172500,US,100,US,M
587,2021e,SE,FT,Product Security Engineer,120000,USD,120000,US,100,US,L
588,2021e,SE,FT,Cybersecurity Engineer,125000,USD,125000,US,100,US,L
589,2021e,EN,FT,Penetration Tester,78000,USD,78000,US,100,US,L
590,2021e,MI,FT,Incident Response Analyst,145000,USD,145000,US,100,US,L
591,2021e,MI,FT,Information Security Analyst,120000,USD,120000,US,100,US,L
592,2021e,MI,FT,Information Security Engineer,120000,USD,120000,US,100,US,L
593,2021e,MI,FT,Information Security Analyst,100000,CAD,79762,CA,100,CA,L
594,2021e,EX,FT,Chief Information Security Officer,104000,USD,104000,US,100,US,L
595,2021e,MI,FT,Cyber Security Analyst,648000,ZAR,43824,ZA,100,ZA,L
596,2021e,EX,FT,Head of Security,187000,USD,187000,US,100,US,L
597,2021e,SE,FT,Information Security Manager,140000,CAD,111667,CA,50,CA,M
598,2021e,EN,FT,Information Security Officer,28800,EUR,34043,BE,50,BE,L
599,2021e,SE,FT,Information Security Manager,150000,USD,150000,US,100,US,M
600,2021e,MI,FT,Information Security Architect,72000,EUR,85108,DE,100,DE,L
601,2021e,MI,FT,Chief Information Security Officer,40000,USD,40000,NL,50,NL,L
602,2021e,EX,FT,Information Security Officer,142000,USD,142000,US,50,US,L
603,2021e,EX,FT,Head of Security,200000,USD,200000,US,100,US,L
604,2021e,MI,FT,Cybersecurity Engineer,76500,USD,76500,US,100,US,L
605,2021e,MI,FT,SOC Analyst,120000,USD,120000,US,100,US,L
606,2021e,SE,FT,Information Security Specialist,85000,CAD,67798,CA,50,CA,L
607,2021e,EN,FT,Cybersecurity Engineer,75000,USD,75000,US,100,US,L
608,2021e,MI,FT,Information Security Engineer,80000,USD,80000,US,100,US,M
609,2021e,SE,FT,Information Security Manager,100000,USD,100000,US,100,US,L
610,2021e,MI,FT,Cyber Security Engineer,98000,USD,98000,US,100,US,L
611,2021e,SE,FT,Chief Information Security Officer,240000,USD,240000,US,100,US,S
612,2021e,MI,FT,Information Security Engineer,119000,USD,119000,US,100,US,L
613,2021e,SE,FT,Product Security Engineer,150000,USD,150000,US,100,US,L
614,2021e,EN,FT,Security Analyst,100300,USD,100300,US,100,US,L
615,2021e,SE,FT,Security Engineer,150000,CAD,119643,CA,100,CA,M
616,2021e,EN,FT,Security Analyst,60008,USD,60008,US,50,US,L
617,2021e,SE,FT,Cyber Security Architect,141000,USD,141000,US,50,US,L
618,2021e,MI,FT,Penetration Tester,120000,USD,120000,US,100,US,M
619,2021e,MI,FT,Cyber Security Analyst,85000,USD,85000,US,100,US,L
620,2021e,EX,FT,Chief Information Security Officer,130000,USD,130000,US,100,US,L
621,2021e,MI,FT,Cyber Security Specialist,50000,GBP,68773,GB,50,GB,L
622,2021e,SE,FT,Cybersecurity Analyst,48000,GBP,66022,GB,100,US,L
623,2021e,MI,FT,Chief Information Security Officer,44000,GBP,60520,GB,100,GB,L
624,2021e,MI,FT,Cyber Security Analyst,145000,USD,145000,US,50,US,L
625,2021e,MI,FT,Cybersecurity Analyst,92000,USD,92000,US,100,US,L
626,2021e,MI,FT,IT Security Engineer,10320000,HUF,34018,HU,50,HU,M
627,2021e,SE,FT,Principal Cloud Security Engineer,130000,USD,130000,US,100,US,L
628,2021e,EN,FT,Cybersecurity Analyst,70000,USD,70000,US,100,US,L
629,2021e,EN,FT,SOC Analyst,36200,GBP,49792,GB,100,GB,M
630,2021e,EN,FT,Cyber Threat Analyst,20000,EUR,23641,GR,100,US,L
631,2021e,MI,FT,Information Security Manager,100000,USD,100000,US,50,US,M
632,2021e,MI,FT,Cyber Security Engineer,130000,USD,130000,US,50,US,L
633,2021e,MI,FT,Cyber Security Analyst,150000,USD,150000,US,50,US,M
634,2021e,MI,FT,Infrastructure Security Engineer,120000,USD,120000,US,50,US,L
635,2021e,SE,FT,Information Security Manager,123000,USD,123000,US,100,US,L
636,2021e,SE,FT,Information Security Manager,180000,USD,180000,US,100,US,L
637,2021e,EN,FT,Ethical Hacker,119000,USD,119000,US,100,US,L
638,2021e,EX,FT,Chief Information Security Officer,300000,CAD,239287,CA,50,CA,S
639,2021e,EN,FT,Penetration Tester,98000,USD,98000,US,50,US,L
640,2021e,EX,FT,IAM Engineer,240000,USD,240000,US,50,US,L
641,2021e,SE,FT,Information Security Officer,124000,USD,124000,US,50,US,L
642,2021e,EN,FT,Cyber Security Specialist,45100,USD,45100,US,50,US,L
643,2021e,MI,FT,Penetration Testing Engineer,127000,USD,127000,US,100,US,L
644,2021e,MI,FT,SOC Analyst,75000,USD,75000,US,100,US,M
645,2021e,SE,FT,Information Security Engineer,320000,USD,320000,US,100,US,L
646,2021e,SE,FT,Cyber Security Analyst,85000,USD,85000,US,50,US,L
647,2021e,MI,FT,Cyber Security Analyst,119000,USD,119000,US,100,AU,L
648,2021e,MI,FT,SOC Analyst,80000,CAD,63810,CA,100,CA,L
649,2021e,SE,FT,Cyber Security Analyst,48000,EUR,56738,SI,50,SI,M
650,2021e,SE,FT,Incident Response Analyst,65000,GBP,89405,GB,100,GB,L
651,2021e,EN,FT,Cyber Security Analyst,63700,USD,63700,US,100,US,L
652,2021e,MI,FT,Cyber Security Analyst,90000,USD,90000,US,100,US,L
653,2021e,EN,FT,Cybersecurity Analyst,50400,EUR,59575,DE,50,DE,M
654,2021e,EX,FT,Chief Information Security Officer,375000,USD,375000,US,100,US,L
655,2021e,MI,FT,Penetration Tester,80000,CAD,63810,CA,100,CA,L
656,2021e,EN,FT,Cyber Threat Intelligence Analyst,77000,USD,77000,US,100,US,L
657,2021e,SE,FT,Cloud Security Engineer,170000,USD,170000,US,100,US,L
658,2021e,SE,FT,Cyber Security Analyst,80000,USD,80000,IN,50,RS,L
659,2021e,SE,FT,Cyber Security Specialist,95000,CAD,75774,CA,100,CA,S
660,2021e,EN,FT,Information Security Engineer,85000,USD,85000,US,100,US,L
661,2021e,MI,FT,IT Security Engineer,90000,USD,90000,US,50,US,L
662,2021e,MI,FT,Cyber Security Analyst,55000,EUR,65013,PT,100,DE,S
663,2021e,MI,FT,Security Analyst,97000,USD,97000,US,100,US,L
664,2021e,MI,FT,Penetration Tester,100000,USD,100000,US,100,US,L
665,2021e,MI,FT,Information Security Manager,162000,AUD,121581,AU,100,AU,L
666,2021e,MI,FT,IT Security Engineer,169000,USD,169000,US,50,US,L
667,2021e,MI,FT,Cyber Security Engineer,72000,USD,72000,US,50,US,M
668,2021e,EX,FT,Head of Security,340000,AUD,255170,AU,50,AU,L
669,2021e,EN,FT,Information Security Analyst,65000,USD,65000,US,100,US,L
670,2021e,EN,FT,Cyber Security Analyst,75000,EUR,88654,NL,100,NL,L
671,2021e,EN,FT,Information Security Analyst,75000,USD,75000,US,50,US,L
672,2021e,MI,FT,Cyber Security Analyst,96000,USD,96000,US,50,US,L
673,2021e,EN,FT,Cyber Security Analyst,26100,GBP,35899,GB,50,GB,L
674,2021e,EN,FT,Cybersecurity Analyst,75000,USD,75000,US,100,US,L
675,2021e,SE,FT,Incident Response Analyst,120000,USD,120000,US,100,US,L
676,2021e,MI,FT,Cyber Security Engineer,220000,USD,220000,US,50,US,M
677,2021e,SE,FT,Cybersecurity Engineer,175000,USD,175000,US,100,US,L
678,2021e,SE,FT,Security Engineer,130000,USD,130000,US,100,US,M
679,2021e,SE,FT,Lead Security Engineer,150000,USD,150000,US,100,US,M
680,2021e,EN,FT,Penetration Tester,70000,USD,70000,US,50,US,S
681,2021e,SE,FT,Cyber Security Analyst,95000,USD,95000,US,100,CA,L
682,2021e,SE,FT,Cyber Security Engineer,216000,USD,216000,US,100,US,L
