,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
360,2020,SE,FT,Cyber Security Architect,123000,USD,123000,US,100,US,L
361,2020,MI,FT,Penetration Tester,80000,USD,80000,US,100,US,L
362,2021,MI,FT,IAM Engineer,115000,USD,115000,US,100,US,L
363,2021,MI,FT,Information Security Officer,52000,EUR,61467,SE,100,SE,S
364,2021,SE,FL,Cyber Security Specialist,100000,USD,100000,FR,50,FR,L
365,2021,MI,FT,Incident Response Analyst,100000,USD,100000,US,100,US,L
366,2021,SE,FT,Cyber Security Researcher,275000,USD,275000,US,100,US,L
367,2021,SE,FT,Cyber Security Analyst,99000,CAD,78965,CA,100,CA,L
368,2021,EN,FT,Cybersecurity Analyst,80000,USD,80000,US,50,US,L
369,2021,MI,FT,Cyber Security Engineer,210000,USD,210000,US,100,US,L
370,2021,EN,FT,Incident Response Analyst,66000,USD,66000,US,100,US,L
371,2021,MI,FT,Information Security Analyst,95000,USD,95000,US,0,US,L
372,2021,SE,FT,Product Security Engineer,160000,USD,160000,US,0,US,L
373,2021,MI,FT,Application Security Engineer,1600000,INR,21637,IN,0,IN,L
374,2021,SE,FT,Cloud Security Engineering Manager,55000,EUR,65013,ES,100,ES,L
375,2021,SE,FT,Cyber Security Engineer,55000,USD,55000,LT,50,DK,L
376,2020,SE,FT,Information Security Engineer,106000,USD,106000,US,0,US,L
377,2020,EX,FT,Information Security Officer,202000,USD,202000,US,0,US,L
378,2020,EN,FT,Security Engineer,28250,GBP,36234,GB,100,GB,M
379,2021,MI,FT,Cyber Security Analyst,42900,EUR,50710,SI,100,SI,M
380,2020,EN,FT,Cyber Threat Intelligence Analyst,71000,USD,71000,US,0,US,L
381,2021,EN,FT,Network Security Engineer,836000,INR,11305,IN,50,IN,L
382,2020,EN,FT,IT Security Analyst,720000,INR,9715,IN,0,IN,L
383,2021,MI,FT,Information Security Manager,114000,USD,114000,US,50,US,L
384,2021,EN,FT,Cyber Security Analyst,81000,USD,81000,US,50,US,L
385,2021,EX,FT,Security Officer 3,148000,USD,148000,US,100,US,M
386,2021,MI,FT,Cyber Threat Analyst,79509,USD,79509,US,50,US,L
387,2021,EN,FT,Cyber Security Analyst,110000,USD,110000,JP,0,JP,L
388,2021,MI,FT,Security Analyst,20000,USD,20000,IN,100,US,L
389,2021,EN,FT,Cybersecurity Analyst,77000,USD,77000,US,100,US,L
390,2021,MI,FT,Cloud Security Engineer,130000,USD,130000,CH,50,CH,L
391,2020,SE,FT,Security Engineer,142000,USD,142000,US,100,US,L
392,2021,SE,FT,Security Engineering Manager,174000,USD,174000,US,50,US,L
393,2021,MI,FT,Cyber Threat Intelligence Analyst,100000,USD,100000,US,0,US,L
394,2020,MI,FT,IT Security Engineer,130000,USD,130000,US,50,US,L
395,2021,SE,FT,Cyber Threat Intelligence Analyst,134000,USD,134000,US,100,US,L
396,2020,MI,CT,Security Engineer,40000,EUR,45618,NL,50,NL,S
397,2020,SE,FT,Information Security Architect,170000,USD,170000,US,100,US,L
398,2021,MI,FT,Information Security Engineer,120000,USD,120000,US,100,US,L
399,2021,SE,FT,DevSecOps Engineer,60000,EUR,70923,FR,50,FR,L
400,2021,EN,FT,Ethical Hacker,45000,EUR,53192,DE,50,DE,M
401,2021,MI,FT,Cyber Security Analyst,90000,USD,90000,US,50,US,L
402,2020,MI,FT,Information Security Analyst,41000,GBP,52588,GB,0,GB,L
403,2021,MI,FT,Penetration Testing Engineer,150000,USD,150000,US,100,US,L
404,2020,MI,FT,Information Security Specialist,80000,USD,80000,US,100,US,L
405,2021,SE,FT,Cyber Security Analyst,145000,AUD,108822,AU,100,US,L
406,2021,EN,FT,Cyber Security Analyst,65000,USD,65000,DE,100,US,L
407,2020,MI,FT,Cyber Security Analyst,350000,ZAR,21283,ZA,50,ZA,L
408,2021,MI,FT,Infrastructure Security Engineer,85000,USD,85000,US,0,US,L
409,2021,SE,FT,Lead Security Engineer,135000,USD,135000,US,0,US,L
410,2020,MI,FT,Cyber Security Specialist,504000,SEK,54784,SE,50,SE,M
411,2020,SE,FT,Cyber Security Specialist,104000,CAD,77572,CA,100,CA,L
412,2020,MI,FT,Cloud Security Architect,100000,USD,100000,BG,0,BR,M
413,2021,SE,CT,Cyber Security Architect,72000,USD,72000,US,100,US,M
414,2021,SE,FT,Cyber Security Architect,127000,USD,127000,US,100,US,L
415,2021,SE,FT,Digital Forensics Analyst,140000,USD,140000,US,50,US,L
416,2020,SE,FT,Digital Forensics Analyst,125000,USD,125000,US,100,US,L
417,2020,SE,PT,Cybersecurity Researcher,55000,USD,55000,US,100,US,L
418,2021,SE,FT,Information Security Manager,90000,USD,90000,US,0,US,S
419,2021,SE,FT,Ethical Hacker,150000,USD,150000,US,100,US,L
420,2020,SE,FT,Vulnerability Analyst,80000,USD,80000,RU,0,RU,S
421,2020,EN,FT,Cyber Security Analyst,23000,EUR,26230,IT,100,IT,L
422,2021,MI,FT,Information Security Analyst,82700,USD,82700,US,100,US,L
423,2021,EN,FT,Cyber Security Analyst,28500,GBP,39200,GB,50,GB,S
424,2021,MI,FT,Cyber Security Analyst,106000,USD,106000,US,100,US,L
425,2020,SE,FT,Information Security Engineer,120000,USD,120000,US,100,US,M
426,2021,EX,FT,Principal Security Engineer,3800000,INR,51389,IN,100,GB,S
427,2021,SE,FT,Cyber Security Architect,200000,USD,200000,US,100,US,L
428,2020,SE,FT,Security Engineer,170000,USD,170000,US,50,US,L
429,2021,SE,FT,Information Security Engineer,107000,USD,107000,US,0,US,L
430,2020,SE,FT,Information Security Officer,159000,USD,159000,US,50,US,L
431,2020,MI,FT,Cyber Security Specialist,73000,USD,73000,US,0,US,L
432,2020,SE,FT,Cyber Security Specialist,146000,USD,146000,US,100,US,L
433,2020,MI,FT,Cyber Security Specialist,105000,AUD,72317,AU,0,AU,L
434,2021,EN,FT,Penetration Tester,320000,INR,4327,IN,50,IN,S
435,2021,EN,FT,Cybersecurity Analyst,23500,GBP,32323,GB,50,GB,L
436,2021,EN,FT,Incident Response Analyst,77600,USD,77600,US,100,US,L
437,2021,EN,FL,Cyber Security Researcher,75000,USD,75000,US,0,US,S
438,2020,SE,FT,Software Security Engineer,180000,USD,180000,US,100,US,S
439,2020,SE,PT,Information Security Manager,45000,EUR,51321,PT,100,NL,M
440,2021,EN,FT,Cybersecurity Analyst,63000,USD,63000,US,50,US,L
441,2021,MI,FT,Application Security Engineer,1000000,INR,13523,IN,50,IN,M
442,2021,MI,FT,Penetration Tester,100000,USD,100000,US,100,US,M
443,2021,EN,FT,SOC Analyst,76000,CAD,60619,CA,100,CA,M
444,2021,SE,FT,Cyber Security Architect,35000,USD,35000,TR,50,TR,S
445,2021,MI,FT,Security Engineer,100000,EUR,118205,DE,50,DE,L
446,2020,SE,FT,Application Security Engineer,108000,USD,108000,US,100,US,L
447,2020,MI,FT,Vulnerability Management Engineer,130000,USD,130000,US,50,US,L
448,2020,SE,FT,Lead Application Security Engineer,55000,EUR,62726,PT,100,PT,L
449,2020,MI,FT,Penetration Tester,100000,CHF,106564,CH,0,CH,L
450,2020,MI,FT,Cyber Security Analyst,30000,EUR,34214,PT,0,PT,L
451,2020,SE,FT,Information Security Specialist,170000,USD,170000,US,100,US,L
452,2021,MI,FT,Cyber Security Engineer,35000,EUR,41372,IT,50,IT,L
453,2021,MI,FT,Cyber Security Analyst,360000,INR,4868,IN,50,IN,M
454,2021,SE,FT,Cyber Security Engineer,132000,USD,132000,US,100,US,L
455,2021,EN,FT,Security Engineer,43000,EUR,50828,FR,100,FR,L
456,2021,SE,FT,Penetration Tester,113500,CAD,90530,CA,100,CA,M
457,2021,EN,FT,Cyber Security Engineer,10200,USD,10200,DZ,0,DZ,L
458,2020,MI,FT,Cybersecurity Engineer,150000,USD,150000,US,0,US,L
459,2020,SE,FT,Security Engineer,47620,EUR,54309,PT,50,PT,L
460,2021,MI,FT,Application Security Engineer,50000,EUR,59102,FR,100,FR,L
461,2020,SE,FT,Cyber Security Researcher,250000,EUR,285118,DE,100,US,L
462,2020,EN,FT,Cybersecurity Analyst,320000,INR,4318,IN,0,IN,L
463,2021,SE,FT,Penetration Tester,126000,CAD,100500,CA,50,CA,L
464,2021,SE,FT,Cyber Threat Intelligence Analyst,80000,EUR,94564,DE,100,DE,L
465,2021,EX,FT,Cyber Security Specialist,120000,SGD,89294,SG,100,SG,S
466,2021,SE,FT,Cyber Security Architect,280000,USD,280000,AU,100,AU,L
467,2021,SE,FT,Cyber Security Specialist,230000,AUD,172615,AU,0,AU,S
468,2021,SE,FT,Security Engineering Manager,190000,NZD,134317,NZ,50,NZ,L
469,2021,SE,FT,Staff Security Engineer,450000,USD,450000,US,100,US,L
470,2020,EN,FT,Information Security Analyst,60000,USD,60000,US,100,US,L
471,2021,MI,FT,Cyber Security Analyst,110000,USD,110000,US,100,US,L
472,2021,SE,FT,Cyber Security Specialist,40000,USD,40000,IN,0,IN,L
473,2021,EN,FT,Cyber Security Analyst,80000,USD,80000,US,50,US,L
474,2020,SE,FT,Cyber Threat Analyst,140000,USD,140000,US,100,US,L
475,2021,MI,FT,Information Security Analyst,30000,USD,30000,US,0,US,M
476,2020,MI,FT,Security Analyst,115000,USD,115000,US,100,US,M
477,2021,MI,FT,Penetration Tester,38000,GBP,52267,GB,100,GB,S
478,2021,MI,FT,Cyber Security Engineer,140000,USD,140000,US,100,US,M
479,2021,SE,FT,Information Security Manager,50000,EUR,59102,IT,100,IT,L
480,2021,SE,FT,Cyber Threat Intelligence Analyst,200000,USD,200000,US,100,US,M
481,2021,MI,FT,Security Engineer,140000,EUR,165488,NL,50,NL,L
482,2021,SE,FT,Cyber Security Analyst,140000,USD,140000,US,100,US,L
483,2021,SE,FT,Cyber Security Architect,140000,USD,140000,US,100,US,L
484,2020,SE,FT,Principal Cloud Security Engineer,50000,GBP,64132,GB,100,GB,L
485,2021,MI,FT,Penetration Tester,1740,EUR,2056,PT,100,PT,M
486,2021,SE,FT,Cyber Security Specialist,75000,EUR,88654,NL,50,NL,S
487,2020,SE,FT,Cyber Security Specialist,45000,EUR,51321,ES,100,ES,S
488,2021,SE,FT,Security Engineer,50000,EUR,59102,PT,100,PT,L
489,2020,EN,FT,Information Security Analyst,240000,INR,3238,IN,0,IN,M
490,2021,MI,FT,Cyber Security Engineer,80000,EUR,94564,FR,100,FR,L
491,2021,EX,FT,Chief Information Security Officer,142000,GBP,195316,GB,100,GB,L
492,2020,SE,FT,Penetration Testing Engineer,62000,EUR,70709,ES,100,ES,L
493,2021,MI,FT,Security Engineer,70000,EUR,82744,DE,50,DE,L
494,2020,EN,FT,Cyber Security Engineer,35000,GBP,44892,GB,100,GB,L
495,2021,SE,FT,Information Security Specialist,155000,CHF,169525,CH,100,CH,L
496,2020,SE,FT,Cyber Security Specialist,900000,ZAR,54727,ZA,100,ZA,L
497,2021,EN,FT,IT Security Engineer,16800,EUR,19858,GR,50,GR,M
498,2020,MI,FT,Cyber Security Specialist,26000,EUR,29652,IT,50,IT,M
499,2020,MI,FT,Ethical Hacker,52000,EUR,59304,FR,100,FR,L
500,2020,SE,FT,Penetration Tester,198000,PLN,50831,PL,100,PL,L
501,2020,EN,FT,SOC Analyst,60000,USD,60000,US,100,US,L
502,2020,SE,FT,Penetration Tester,75000,GBP,96198,GB,100,GB,M
503,2021,SE,FT,Cloud Security Engineer,140000,USD,140000,US,0,US,L
504,2020,SE,FT,Information Security Engineer,29950,EUR,34157,GR,50,GR,L
505,2021,EX,FT,Penetration Tester,70000,EUR,82744,FR,50,FR,L
506,2020,EN,FT,Penetration Tester,53000,NZD,34414,NZ,100,NZ,M
507,2020,SE,CT,Cyber Security Analyst,150000,GBP,192396,GB,100,GB,L
508,2021,MI,FT,Penetration Tester,33000,EUR,39007,ES,100,ES,M
509,2020,SE,FT,Cyber Security Architect,72000,EUR,82114,BE,0,BE,M
510,2020,MI,FT,Security Engineer,90000,USD,90000,CH,50,CH,S
511,2021,SE,FT,IT Security Engineer,70000,EUR,82744,AT,100,AT,S
512,2020,MI,FT,Cyber Security Analyst,100000,USD,100000,US,0,US,L
513,2020,MI,FT,Information Security Manager,120000,EUR,136856,DE,50,DE,L
514,2020,MI,FT,Application Security Engineer,8223,USD,8223,IN,100,US,L
515,2021,SE,FT,Cyber Security Engineer,56000,EUR,66195,FR,50,FR,S
516,2021,EN,FT,Security Engineer,1000000,INR,13523,IN,50,IN,M
517,2020,MI,FT,Cyber Security Analyst,49100,SEK,5337,SE,0,SE,L
518,2021,MI,FT,Cyber Security Specialist,62000,EUR,73287,DE,100,DE,L
519,2020,SE,FT,Information Security Architect,55000,EUR,62726,ES,0,ES,L
520,2021,MI,FT,Cyber Security Analyst,51000,EUR,60284,DE,100,DE,M
521,2021,SE,FT,Cyber Security Architect,450000,BRL,83415,BR,100,BR,L
522,2020,MI,FT,DevSecOps Engineer,58000,EUR,66147,BE,50,BE,M
523,2020,SE,FT,Security Engineer,300000,USD,300000,US,50,US,L
524,2021,MI,FT,Cyber Security Researcher,1500000,INR,20285,IN,0,IN,M
525,2021,EN,FT,Cyber Security Analyst,80100,USD,80100,US,100,US,L
526,2021,SE,FT,Cyber Security Researcher,175000,USD,175000,US,0,US,S
527,2020,SE,FT,Information Security Specialist,200000,RUB,2764,RU,0,RU,L
528,2021,SE,FT,Cloud Security Engineer,82000,USD,82000,US,100,US,L
529,2020,SE,FT,Cyber Security Engineer,132000,USD,132000,US,100,US,L
530,2020,SE,FT,IT Security Engineer,105000,USD,105000,US,50,US,L
531,2021,SE,FT,Security Engineer,106000,USD,106000,US,100,US,L
532,2020,SE,FT,Concierge Security Engineer,115000,EUR,131154,DE,100,DE,S
533,2021,SE,FT,Information Security Analyst,115000,USD,115000,US,50,US,L
534,2021,SE,FT,Penetration Tester,143000,USD,143000,US,100,US,L
535,2021,EX,FT,Chief Information Security Officer,289000,USD,289000,US,100,US,L
536,2021,SE,FT,Penetration Tester,180000,AUD,135090,AU,100,AU,S
537,2021,MI,FT,Penetration Tester,115000,USD,115000,US,100,US,L
538,2020,SE,FT,Information Security Manager,252000,USD,252000,US,100,US,M
539,2020,MI,FT,Application Security Engineer,107000,CAD,79810,CA,100,CA,L
540,2020,SE,FT,Incident Response Analyst,135000,USD,135000,US,50,US,L
541,2021,SE,FT,Penetration Tester,190000,USD,190000,US,100,US,M
542,2021,EN,FT,Security Analyst,48000,USD,48000,US,100,US,L
543,2021,MI,FT,Security Engineering Manager,140000,USD,140000,US,50,US,L
544,2021,SE,FT,Penetration Tester,180000,NZD,127248,NZ,50,NZ,S
545,2021,SE,FT,Security Engineer,90000,GBP,123792,GB,50,GB,L
546,2021,EN,FT,Cyber Security Engineer,75500,AUD,56662,AU,100,AU,M
547,2020,SE,FT,Cyber Security Architect,203000,USD,203000,US,50,US,L
548,2020,EN,FT,Cyber Security Specialist,34000,EUR,38776,IT,50,IT,L
549,2021,MI,FT,Product Security Engineer,140400,USD,140400,US,50,US,L
550,2021,MI,FT,Penetration Tester,110000,USD,110000,US,100,US,L
551,2021,SE,FT,Security Engineer,172000,USD,172000,US,100,US,L
552,2021,EN,FT,Cyber Security Engineer,88500,USD,88500,US,50,US,L
553,2020,EN,FT,Cyber Security Engineer,76960,USD,76960,US,50,US,L
554,2020,SE,FT,Information Security Engineer,145000,USD,145000,US,100,US,L
555,2020,MI,FT,Cyber Security Specialist,109000,USD,109000,US,0,US,L
556,2020,EN,FT,Penetration Tester,56000,EUR,63866,DE,50,DE,S
557,2021,EN,FT,Cyber Security Analyst,85000,USD,85000,US,50,IL,M
558,2021,SE,FT,Application Security Engineer,75000,USD,75000,PT,50,PT,M
559,2020,SE,FT,Software Security Engineer,300000,AUD,206620,AU,100,US,L
560,2020,SE,FT,Information Security Manager,140000,USD,140000,US,0,US,L
561,2020,EX,FT,Information Security Manager,169781,USD,169781,US,100,US,L
562,2021,SE,FT,Cyber Threat Intelligence Analyst,110000,USD,110000,US,100,US,L
563,2021,MI,FT,Cyber Security Engineer,85000,USD,85000,US,100,US,L
564,2020,SE,FT,Cyber Threat Intelligence Analyst,108000,USD,108000,US,100,US,L
565,2020,SE,FT,Information Security Architect,85000,GBP,109024,GB,100,GB,M
566,2021,EN,FT,Cyber Security Researcher,125000,USD,125000,US,50,US,L
567,2021,SE,FT,Penetration Tester,133000,USD,133000,US,100,US,L
568,2020,MI,FT,Cybersecurity Engineer,126000,USD,126000,US,50,US,L
569,2020,EN,FT,Information Security Officer,43000,EUR,49040,FR,50,FR,L
570,2020,SE,FT,Security Incident Response Engineer,260000,USD,260000,US,100,US,L
571,2021,EN,FT,Cyber Threat Analyst,200000,PLN,51774,PL,0,PL,L
572,2021,MI,FT,Threat Intelligence Analyst,105000,USD,105000,US,0,US,S
573,2021,SE,FT,Cybersecurity Engineer,133900,USD,133900,US,100,US,L
574,2021,MI,FT,Information Security Analyst,75000,USD,75000,US,0,US,L
575,2021,SE,FT,Penetration Testing Engineer,384000,ILS,118903,IL,50,IL,L
576,2021,MI,FT,IT Security Engineer,89000,USD,89000,US,0,US,M
577,2021,EX,FT,Chief Information Security Officer,400000,USD,400000,US,100,US,L
578,2021,SE,FT,Cloud Security Architect,205000,USD,205000,US,100,US,L
579,2020,SE,FT,Information Security Architect,198000,USD,198000,US,100,US,L
580,2021,SE,FT,Cyber Security Specialist,51000,EUR,60284,NL,50,NL,M
581,2020,SE,FT,Information Security Architect,110000,EUR,125452,DE,50,DE,L
582,2020,EX,FT,Cyber Security Architect,190000,EUR,216690,FR,100,US,L
583,2021,SE,FT,Ethical Hacker,49000,EUR,57920,NL,50,NL,S
584,2021,MI,FT,Information Security Officer,86000,USD,86000,US,0,US,L
585,2020,EN,FT,Cybersecurity Analyst,65000,USD,65000,US,100,US,S
586,2020,SE,FT,Security Engineer,149000,USD,149000,US,50,US,L
587,2020,SE,FT,Cyber Security Engineer,140000,USD,140000,US,50,US,L
588,2021,MI,FT,Cyber Threat Intelligence Analyst,116000,USD,116000,US,50,US,L
589,2021,SE,FT,Detection Engineer,81000,USD,81000,PL,100,PL,L
590,2020,MI,FT,Security Analyst,115000,USD,115000,US,100,US,L
591,2021,MI,FT,Information Security Engineer,128000,USD,128000,US,100,US,L
592,2020,MI,FT,Cyber Security Engineer,63000,EUR,71849,DE,0,DE,L
593,2020,SE,FT,Information Security Specialist,100000,EUR,114047,DE,100,DE,L
594,2020,MI,FT,Information Security Officer,122750,USD,122750,US,100,US,M
595,2020,MI,FT,DevOps Security Engineer,144000,USD,144000,US,0,US,M
596,2020,SE,FT,Cyber Security Analyst,80000,GBP,102611,GB,50,GB,L
597,2020,EN,FT,Application Security Engineer,100000,USD,100000,AF,0,AF,S
598,2020,MI,FT,Application Security Engineer,110000,USD,110000,US,50,US,L
599,2020,SE,FT,Chief Information Security Officer,35000,USD,35000,AR,100,AR,L
600,2021,EN,FT,Application Security Engineer,65000,USD,65000,US,100,US,L
601,2020,SE,FT,Information Security Specialist,170000,USD,170000,US,100,US,L
602,2021,SE,FT,Application Security Engineer,135000,USD,135000,US,100,US,L
603,2021,EN,FT,Cyber Security Analyst,100000,USD,100000,US,50,US,M
604,2020,MI,FT,Ethical Hacker,356000,GBP,456621,GB,100,GB,L
605,2020,MI,FT,Cyber Security Analyst,140000,AUD,96422,AU,50,AU,M
606,2021,SE,FT,Information Security Manager,60000,GBP,82528,GB,50,GB,L
607,2021,SE,FT,Penetration Testing Engineer,126000,USD,126000,US,100,US,L
608,2021,MI,FT,Information Security Analyst,42000,GBP,57769,GB,100,GB,L
609,2021,MI,FT,Threat Intelligence Analyst,66310,USD,66310,US,0,US,L
